1	7	1343323766
1	10	1343064566
1	9	1343323766
1	14	1342718966
1	8	1342891766
1	3	1342805366
1	13	1343150966
1	4	1342718966
1	16	1343064566
1	5	1343150966
1	2	1343064566
2	4	1343323766
2	12	1342546166
2	17	1342891766
2	3	1342805366
2	7	1342546166
2	13	1343323766
2	16	1342632566
2	14	1343150966
2	6	1342546166
2	11	1343150966
3	8	1343237366
3	7	1342978166
3	12	1342546166
3	13	1342805366
3	10	1343323766
3	17	1343237366
3	14	1342718966
3	11	1343064566
3	15	1342891766
3	6	1343237366
3	9	1342891766
3	16	1343064566
5	11	1342978166
5	12	1343064566
5	2	1342546166
5	4	1342632566
5	13	1343323766
5	10	1343150966
5	16	1342891766
5	17	1342978166
6	13	1342978166
6	5	1342718966
7	14	1342805366
7	5	1342891766
7	8	1343237366
7	17	1342632566
7	11	1343237366
7	6	1343237366
7	4	1343150966
7	16	1342891766
7	10	1343323766
8	6	1343064566
8	13	1342546166
8	4	1342632566
8	2	1342805366
8	15	1342978166
8	9	1342805366
9	17	1342632566
9	10	1343323766
9	2	1342891766
9	12	1342805366
9	14	1343150966
9	13	1342546166
10	4	1342718966
10	2	1343323766
10	16	1342718966
10	8	1343237366
10	17	1342805366
11	10	1343237366
11	4	1342546166
12	4	1343064566
12	7	1342632566
12	6	1343064566
14	16	1342632566
14	10	1342978166
15	2	1342805366
17	17	1342632566
